E,split,Ta_c_true,k_c_true,Ta_c_pred,k_c_pred,curve_MAPE,Ta_c_old,k_c_old
0.0033,train,163.0775,4.9,164.80865,5.183000000000001,0.4889596511386844,166.84716796875,4.800000190734863
0.0034,test,162.6449,4.9,163.66441,4.99,0.8702070006211936,166.21336364746094,5.179999828338623
0.0035,train,162.2208,4.9,162.09904,4.99,0.9628243136215728,165.39492797851562,5.179999828338623
0.0036,val,161.3909,4.8,161.3697,4.99,0.8023607361519716,164.12745666503906,4.800000190734863
0.0037,test,160.9842,4.8,160.61966,4.99,1.050250406421225,163.7042999267578,4.800000190734863
0.0038,train,160.5855,4.8,160.2444,4.800000000000001,1.0241566647817697,163.50123596191406,4.800000190734863
0.0039,train,160.1946,4.8,160.75859,4.76,0.30789455183843506,164.0056610107422,5.179999828338623
0.004,train,159.8115,4.8,159.41484,4.800000000000001,0.882234544952073,162.6006622314453,4.616000175476074
0.0041,train,159.4359,4.8,158.88118,4.800000000000001,1.0965753606052904,162.44024658203125,4.800000190734863
0.0042,train,159.0679,4.8,158.98412,4.800000000000001,0.9929513464178407,161.9581298828125,4.800000190734863
0.0043,train,158.7072,4.8,158.98013,4.800000000000001,1.140731623184089,161.40252685546875,4.800000190734863
0.0044,val,158.0075,4.8,158.05956,4.648,0.6229809794816628,160.87156677246094,4.6479997634887695
0.0045,train,157.6682,4.8,157.36577,4.848000000000001,0.29040092961664404,159.69544982910156,4.739200115203857
0.0046,train,157.3358,4.8,157.76692,4.800000000000001,1.0880550743183595,159.24227905273438,4.759200096130371
0.0047,train,157.0102,4.7,156.99872,4.774000000000001,0.28859524287612626,161.81134033203125,4.800000190734863
0.0048,train,156.6818,4.7,157.11427,4.99,0.7908179816503907,158.6057891845703,4.640800476074219
0.0049,train,156.3597,4.7,156.28928,4.601249982642745,0.32698164413439545,160.03993225097656,4.420000076293945
0.005,train,156.0439,4.7,157.00113,4.99,0.7816701500279855,157.9380340576172,4.533200263977051
0.0051,train,155.734,4.7,155.48036,4.742983563659179,0.3064600470308884,159.587890625,4.420000076293945
0.0052,test,155.1319,4.7,154.66113,4.640000000000001,0.4811550720053863,156.8598175048828,4.61199951171875
0.0053,train,154.8393,4.7,154.50941,4.692,0.4163856475384435,156.53038024902344,4.556000232696533
0.0054,train,154.5521,4.7,154.57863,4.640000000000001,0.1524712842936248,156.2635498046875,4.606800079345703
0.0055,test,154.2701,4.7,154.29477,4.665763623338838,0.47295654672376025,155.97132873535156,4.505200386047363
0.0056,train,153.9932,4.7,153.86952,4.6560506268435145,0.3043268337871991,155.66323852539062,4.61199951171875
0.0057,train,153.7208,4.6,153.4506,4.656535063866878,0.4094326444626142,155.34420776367188,4.671999931335449
0.0058,train,153.4421,4.6,153.03119,4.604000000000001,0.34923790080190675,155.05767822265625,4.671999931335449
0.0059,val,152.8975,4.6,152.74065,4.604,0.3608383770825924,154.4398193359375,4.618000030517578
0.006,train,152.6311,4.6,152.46176,4.577058251500771,0.2977770490335421,154.11573791503906,4.53600025177002
0.0061,val,152.3685,4.6,152.08746,4.5772827771548705,0.5292670665755818,153.8862762451172,4.483999729156494
0.0062,train,152.1093,4.6,151.87376,4.532761846195742,0.2924945959401961,153.64181518554688,4.457200050354004
0.0063,train,151.8534,4.6,151.70996,4.484,0.3034162386331857,153.41995239257812,4.405599594116211
0.0064,val,151.6005,4.6,151.43822,4.458203133266119,0.24794960408969446,153.1483917236328,4.405599594116211
0.0065,train,151.3505,4.6,150.89534,4.497999999999999,0.34961868461017354,152.84329223632812,4.457200050354004
0.0066,test,151.097,4.5,150.4723,4.524299234742153,0.7596052122070146,152.05294799804688,9.583999633789062
0.0067,train,149.3567,9.7,149.15605,9.679505330567984,0.3757400226960037,149.84466552734375,9.583999633789062
0.0068,train,148.2751,9.7,147.48264,9.55,0.6900551007452286,148.79696655273438,9.75
0.0069,train,147.2074,9.6,146.00748,9.55,0.9437462726693326,150.23001098632812,9.739999771118164
0.007,train,146.1565,9.6,145.50146,9.55,0.8138325653615459,148.7455291748047,10.196000099182127
0.0071,test,145.1238,9.6,144.22356,9.55,0.9274421897371212,147.6212921142578,9.359999656677246
0.0074,train,141.8222,9.6,140.87964,9.55,0.9577049146416405,144.47486877441406,9.359999656677246
0.0076,train,139.7771,9.6,138.6847,9.55,1.089417473417754,142.8150634765625,10.196000099182127
0.0077,train,138.7142,9.6,138.55138,9.74,0.8297186681713203,141.94053649902344,10.272000312805176
0.008,train,135.7992,9.6,137.34271,9.74,0.8501735312079836,139.6126708984375,9.83199977874756
0.0081,val,134.4992,9.6,134.74876,8.36,5.878431814543926,138.00201416015625,9.887200355529783
0.0083,val,133.0721,9.6,131.03964,9.534,1.286540290618026,137.57223510742188,9.128000259399414
0.0086,train,130.5149,9.6,129.63785,9.416,0.42200599374903336,130.99725341796875,9.650400161743164
0.0087,train,129.8109,9.6,129.68425,9.437000000000001,0.2927996933747116,130.26455688476562,9.51200008392334
0.0089,val,128.0901,9.5,129.07318,9.8,0.9938998006131979,128.5645751953125,9.47599983215332
0.0092,train,125.7582,9.5,131.08238,11.092355211232622,2.6790886807316148,126.80945587158205,9.811200141906738
0.0095,train,123.492,9.5,123.414345,9.52,0.3555724385267357,124.61835479736328,9.569600105285645
0.0097,test,121.2745,9.5,120.62492,9.545,0.8370191205979747,121.8520736694336,9.569600105285645
0.01,train,119.1002,9.5,119.15007,9.456394340739577,0.2800180310665619,119.570068359375,9.569600105285645
0.0103,test,116.9699,9.5,116.58229,9.455030439235827,0.45808997239647314,117.43949127197266,9.569600105285645
0.0106,val,114.8872,9.5,114.420654,9.487112503997942,0.38425054757100463,115.4081573486328,9.654399871826172
0.0108,train,113.7522,9.5,112.9405,9.49880234940597,0.5425212953462447,114.35399627685548,9.654399871826172
0.0109,train,112.8562,9.5,113.075485,9.508,0.4279136580308482,113.45921325683594,9.654399871826172
0.0112,train,110.8813,9.5,110.01458,9.473,0.6279515963178114,111.39234924316406,9.593999862670898
0.0113,train,110.1599,9.5,109.9204,9.594000000000001,0.35695816297629523,110.64118957519533,9.593999862670898
0.0115,train,108.9665,9.5,108.788246,9.508253292086378,0.4800784700938963,109.40187072753906,9.593999862670898
0.0118,train,107.1094,9.6,106.72913,9.561106051378836,0.7170066796934369,107.53350067138672,9.68000030517578
0.0119,test,106.7607,9.6,105.69888,9.708907232670546,1.0991741612471178,107.20368194580078,9.68000030517578
0.0121,train,105.3043,9.6,105.316414,9.68,0.6361302417297756,105.80917358398438,9.766000747680664
0.0124,test,103.5658,9.6,103.87796,9.766,1.7822916119785943,106.8516845703125,9.588000297546388
0.0127,test,101.88,9.7,102.36173,9.74,1.6303512195391379,104.44685363769533,10.196000099182127
0.0129,val,100.71,9.7,101.74231,9.74,0.8954105464144385,103.29137420654295,10.119999885559082
0.013,train,100.2518,9.7,100.169266,9.74,1.2450966364568599,102.83917236328124,10.119999885559082
0.0133,train,98.6794,9.8,99.93005,9.74,0.7963888296719732,101.43862915039062,10.119999885559082
0.0135,train,97.7397,9.8,97.35853,9.8,0.34110495394185003,101.71209716796876,10.196000099182127
0.0136,train,97.1571,9.8,99.08305,9.74,1.2046188653098209,98.06941986083984,9.663999557495115
0.0139,train,95.6858,9.9,95.42336,9.854,0.49491074708135163,97.0405044555664,10.015999794006348
0.014,train,94.9523,9.9,95.160385,9.73,0.34175136796809247,95.96794891357422,10.196000099182127
0.0142,train,94.2633,9.9,94.56761,10.082,0.2015086576081273,94.74771881103516,10.059200286865234
0.0145,train,92.8811,10.0,98.00986,11.117579995847343,1.3755943018500683,93.18085479736328,9.833999633789062
0.0146,val,92.3316,10.0,91.902954,9.959999999999999,0.37622264978998937,92.64305114746094,9.833999633789062
0.0147,val,91.5517,10.1,91.82077,9.959999999999999,0.7270699406925109,91.8943862915039,9.934000015258787
0.015,train,90.2484,10.1,89.81998,10.143947220566062,0.2618925208598407,91.12371826171876,10.207200050354004
0.0151,train,89.8626,10.1,89.84189,10.065,0.2064369181600711,90.4211883544922,10.38479995727539
0.0153,train,88.9919,10.2,88.82296,10.169015986934841,0.2306206551515901,89.36964416503906,10.06999969482422
0.0156,test,87.7727,10.2,87.62026,10.238832451078201,0.2688325210540752,88.01976776123047,10.170000076293944
0.0157,train,87.5309,10.3,87.11986,10.29467949719379,0.36906134289900483,87.76217651367188,10.206000328063965
0.0159,train,86.581,10.3,86.262,10.286753958027058,0.21349313443214013,86.80162811279297,10.306000709533691
0.0162,train,85.4288,10.4,85.161125,10.381231965207814,0.21802481814923155,85.69144439697266,10.406000137329102
0.0163,train,85.313,10.4,84.95347,10.405999999999999,0.26989053696691434,85.62191009521484,10.406000137329102
0.0165,val,84.3083,10.4,84.9816,10.472999999999999,0.7715941975738685,84.97564697265625,10.2760009765625
0.0168,train,83.2105,10.5,82.94026,10.45,0.4657260560298751,83.7076187133789,10.51200008392334
0.0171,train,82.1466,10.6,82.17184,10.591000000000001,0.32541688986999523,82.66657257080078,10.684000015258787
0.0174,test,81.1148,10.7,80.53209,10.664,0.5569065640555795,82.12611389160156,11.185999870300291
0.0177,train,80.1017,10.7,79.756676,10.792,0.3763847187266043,80.37153625488281,10.663999557495115
0.0179,train,79.3156,10.8,79.28001,10.797706124457688,0.2640098816518683,79.55491638183594,10.791999816894531
0.018,train,79.1151,10.8,78.90725,10.860565631725432,0.2063087451154164,79.36830139160156,10.738000869750977
0.0183,train,78.1569,10.9,78.04669,10.844391743526524,0.19385408968058732,78.37738800048828,10.786800384521484
0.0185,val,77.5114,10.9,77.33772,10.976079185330308,0.2776449545124437,77.73473358154297,10.861599922180176
0.0186,test,77.2257,11.0,76.96874,11.026209729874449,0.3344121566219441,77.46369934082031,10.913599967956545
0.0189,train,76.318,11.0,76.15858,10.916,0.4871508297602951,77.08287048339844,11.03640079498291
0.019,test,75.7865,11.1,75.738075,10.923,0.3278466411720934,77.04440307617188,11.968000411987305
0.0192,train,75.4286,11.1,75.47718,11.175,0.2589541539350146,76.91842651367188,10.52720069885254
0.0195,test,74.5646,11.2,74.769516,11.474,0.5294725090976891,75.07137298583984,10.827199935913086
0.0196,train,74.1567,11.3,73.97975,11.474,0.421285869532698,74.58963775634766,11.003600120544434
0.0198,train,73.7258,11.3,73.44227,11.474,0.43471501569267895,74.05276489257812,11.473999977111816
0.02,train,72.9114,11.4,72.92666,11.488716792829582,0.48293788223893724,73.21830749511719,11.473999977111816
0.0202,val,72.6077,11.4,72.15537,11.346861072703135,0.5943728474239148,72.9616928100586,11.239999771118164
0.0203,test,72.1216,11.5,71.85703,11.356717988230816,0.4353372254707988,72.53713989257812,11.239999771118164
0.0206,train,71.3564,11.6,70.99424,11.377694680385815,0.3858522320642586,72.02918243408203,11.70720100402832
0.0207,train,71.1462,11.6,70.6524,11.386000000000001,0.3801110701115503,72.0207748413086,11.824000358581545
0.0209,train,70.6167,11.7,70.7111,11.386000000000001,0.43403069871883343,72.12307739257812,11.415200233459473
0.0212,train,69.9036,11.8,69.784775,11.81,0.35467914365290437,70.21342468261719,11.972000122070312
0.0213,train,69.7801,11.8,69.64113,11.84047563321945,0.4038575669797469,70.06230926513672,11.972000122070312
0.0215,train,69.2188,11.9,69.210884,11.90226592035232,0.2678086312658216,69.4672622680664,12.061200141906738
0.0218,test,68.5635,12.1,68.54166,12.125928928403999,0.34606303002778627,68.7828369140625,12.150400161743164
0.0221,train,67.9262,12.2,67.94805,12.23163277134024,0.3304070147840462,68.12361145019531,12.3287992477417
0.0224,train,67.3227,12.3,67.32913,12.311414089827974,0.32230009759055256,67.50467681884766,12.350000381469728
0.0227,train,66.7512,12.5,66.71724,12.402402008637543,0.28241798085875347,66.92768096923828,12.529999732971191
0.0229,val,66.2665,12.6,66.31984,12.50779922409881,0.36770556360826384,66.4382095336914,12.619999885559082
0.023,train,66.1994,12.6,66.13951,12.502900025521871,0.2546874424318214,66.3705825805664,12.619999885559082
0.0233,train,65.6814,12.8,65.59206,12.64118458208775,0.26416954265830267,65.8424301147461,12.86400032043457
0.0235,val,65.2936,12.9,65.23457,12.762927846652582,0.2871038016112412,65.44532012939453,12.953200340270996
0.0236,train,65.1864,12.9,65.08077,12.826334183299059,0.27067632461985336,65.33314514160156,13.042399406433104
0.0239,test,64.7112,13.1,64.581184,13.00915484204312,0.2793551757565858,64.85197448730469,13.220799446105955
0.0241,val,64.409,13.2,64.28119,13.131304688597409,0.2561592161254887,64.53976440429688,13.25
0.0242,train,64.2642,13.3,64.17029,13.194285852251442,0.2767096379019567,64.39157104492188,13.34000015258789
0.0245,train,63.8404,13.5,63.69877,13.399423029645277,0.4481882852891327,63.974220275878906,13.520000457763672
0.0246,train,63.6034,13.6,63.664864,13.406791244309643,0.30289573550667204,63.74161148071289,13.666799545288086
0.0248,train,63.4251,13.6,63.30647,13.700362907159578,0.5876273063439053,63.57394027709961,13.666799545288086
0.025,train,63.0256,13.8,63.160873,13.745540005760176,0.33839820551044414,63.18016815185547,13.845200538635254
0.0252,train,62.8448,13.9,62.784748,13.910238254276319,0.4446934565185293,63.00521469116211,13.934399604797363
0.0253,train,62.6425,14.0,62.732582,14.019761745847905,0.23464300727878856,62.8034782409668,14.023600578308104
0.0256,test,62.2736,14.2,62.26202,14.302387227239718,0.36345656195307774,62.43750762939453,14.20199966430664
0.0257,train,62.1483,14.3,62.205875,14.342309955329183,0.26675930416075877,62.31196212768555,14.291200637817385
0.0259,val,61.918,14.4,61.906048,14.479270914169138,0.40790438966154347,62.08119201660156,14.380399703979492
0.0262,test,61.5743,14.6,61.55801,14.644576496024309,0.3901694527213043,61.73341751098633,14.631999969482422
0.0263,val,61.4861,14.6,61.43279,14.699257994715042,0.42186525490731913,61.64658737182617,14.631999969482422
0.0265,train,61.2427,14.8,61.25329,14.759852363439714,0.206443017421867,61.411720275878906,14.808000564575195
0.0266,train,61.1797,14.8,61.08631,14.866999999999997,0.41641837780952046,61.35605239868164,14.808000564575195
0.0268,train,60.9229,15.0,60.95525,14.954971502653159,0.2245712943317647,61.09506607055664,14.926000595092772
0.0269,test,60.8537,15.0,60.812794,14.92553771352232,0.41801395857654616,61.0225944519043,15.098000526428224
0.0271,val,60.612,15.1,60.648735,15.098952048966188,0.2979135209053878,60.78516006469727,15.098000526428224
0.0274,train,60.3054,15.3,60.19583,11.92397108410731,0.3353460617524341,60.48648452758789,15.336000442504885
0.0276,train,59.9901,11.9,59.93547,11.97924973463899,0.2606105897232136,60.1157341003418,11.947999954223633
0.0279,train,59.5755,12.0,59.449455,12.050183016061553,0.23397676506736895,59.69503021240234,12.015999794006348
0.028,train,59.4415,12.1,59.299675,12.072199882011908,0.22749582398437235,59.56110382080078,12.083999633789062
0.0282,train,59.1815,12.1,59.013824,12.202418443224264,0.3344266624791642,59.30670166015625,12.184000015258787
0.0284,train,58.8071,12.2,58.806183,12.25223943859884,0.23795786822849996,58.93338394165039,12.139999389648438
0.0286,train,58.6473,12.3,58.523033,12.411299973173584,0.3923139741002239,58.77006149291992,12.139999389648438
0.0287,val,58.451,12.3,58.423355,12.38835499149511,0.16368501615498374,58.57379913330078,12.206000328063965
0.029,train,58.1122,12.4,58.037956,12.49461334660694,0.2352085762721856,58.23843383789063,12.253599166870115
0.0291,test,57.932,12.5,57.973186,12.134375691855901,0.25148834525239394,58.05915069580078,12.317999839782717
0.0293,train,57.7897,12.5,57.85422,12.498,0.21253229552167424,57.93638610839844,12.289199829101562
0.0295,val,57.4824,12.6,57.63369,12.602,0.5435459091033894,57.65384292602539,12.444000244140623
0.0297,train,57.2868,12.7,57.185143,12.602,0.447619771014439,57.55924606323242,12.60200023651123
0.0298,val,57.19,12.7,57.191998,12.602,0.23187685022432591,57.45555114746094,12.57200050354004
0.03,train,56.9703,12.8,56.952614,12.739,0.20447631635343724,57.1678466796875,12.60200023651123
0.0301,train,56.9109,12.8,56.84528,12.739,0.27164082547108515,57.08967971801758,12.711599349975586
0.0303,train,56.7036,12.9,56.68646,13.033500935736914,0.21334509763062406,56.86158752441406,12.711599349975586
0.0306,train,56.3914,13.0,56.34781,13.043700055626793,0.2476717331021126,56.5300178527832,12.92799949645996
0.0308,train,56.1771,13.1,56.198593,12.792000000000002,0.24179529582185813,56.307106018066406,12.656000137329102
0.0309,test,56.1506,13.1,55.96774,12.792000000000002,0.3359904875120583,56.27742385864258,12.601600646972656
0.0311,test,55.8932,4.8,55.768772,12.656,0.4522060447002789,56.04384231567383,12.601600646972656
0.0314,val,55.4743,4.8,55.427998,12.52,0.8761647004121291,55.84714889526367,12.492799758911133
0.0329,train,53.4565,4.9,54.629402,9.8,0.5972116811472777,54.05132675170898,4.696000099182129
0.0343,test,51.8611,5.0,51.3818,4.885714484198698,3.2190479003077526,52.35079193115234,4.696000099182129
0.0357,train,50.5937,5.0,51.08332,4.800000000000001,1.7536163636456987,51.42278289794922,4.920000076293945
0.0371,train,49.6191,5.1,50.210007,4.92,0.39943731571529373,51.42234802246094,5.179999828338623
0.0386,train,48.8924,5.1,50.23095,5.18,1.2048623786800932,50.70123672485352,5.4079999923706055
0.04,train,48.3526,5.2,49.667763,5.56,1.0847637640704022,50.24090194702149,5.559999942779541
0.0414,train,47.9623,5.2,49.42299,5.56,1.1786270282830602,50.20499420166016,5.559999942779541
0.0429,train,47.6697,5.3,49.041042,5.56,1.4280305271529925,49.52632141113281,5.559999942779541
0.0443,train,46.7937,13.6,48.63662,13.73,2.179745231487,48.808815002441406,5.4079999923706055
0.0457,val,45.9736,13.7,47.2843,14.3,3.1561025711234594,48.41666793823242,5.4079999923706055
0.0471,train,45.2861,13.8,45.33233,13.928,0.3975529566778102,47.850730895996094,13.083999633789062
0.0486,train,44.6953,13.9,44.710995,14.055,0.5922092056819371,45.21889114379883,13.92799949645996
0.05,train,44.1851,14.1,45.336174,11.64,1.5237857410989442,44.899784088134766,13.619999885559082
0.0514,train,43.7506,14.2,43.847164,14.055,0.7623474126568337,46.04911422729492,13.083999633789062
0.0529,train,43.1359,11.3,44.35362,12.02,1.7233413077795017,44.95936965942383,13.083999633789062
0.0543,train,42.5977,11.9,44.259674,12.02,1.6694707993419904,44.23860168457031,9.588000297546388
0.0557,test,42.2989,12.5,44.085644,10.31,2.5249469915080853,43.8170166015625,8.979999542236328
0.0571,train,42.165,13.1,42.108925,13.030000000000001,0.8783198311073529,43.76166915893555,8.979999542236328
0.0586,train,41.6783,8.1,41.737408,8.752,0.747085769953468,42.3154182434082,13.669600486755373
0.06,train,40.9506,8.1,41.64541,8.300480406621839,0.5750499951900894,41.81039810180664,8.660799026489258
0.0614,train,40.259,8.1,41.603653,8.866,1.0557482866964651,41.30125045776367,9.064000129699709
0.0629,test,39.5919,8.1,40.455177,8.98,2.3905122995166472,41.2851791381836,8.979999542236328
0.0643,train,38.9404,8.1,39.39975,8.41,1.8166280377486879,40.33473205566406,8.979999542236328
0.0657,train,38.299,8.1,39.12425,7.84,1.4486329111084464,39.51115798950195,8.979999542236328
0.0671,train,37.6659,8.1,38.42759,7.84,1.6305339133068264,38.835330963134766,8.979999542236328
0.0686,train,37.0458,8.1,37.815914,8.41,1.768427743365027,38.14582824707031,8.600000381469727
0.07,train,36.4486,8.1,37.18472,8.600000000000001,1.7317570313006447,37.516056060791016,8.600000381469727
0.0714,test,35.8881,8.2,36.3807,8.98,2.0292178424092966,36.84025573730469,8.979999542236328
0.0729,val,35.3739,8.3,35.716747,8.98,1.9532593903764741,36.25537490844727,8.979999542236328
0.0743,train,34.9151,8.4,35.23344,8.98,1.493889683129248,35.777099609375,8.979999542236328
0.0757,train,34.5182,8.5,34.74421,8.98,1.1391962615466191,35.320194244384766,8.979999542236328
0.0771,train,34.1787,8.7,34.35369,8.98,0.9925580386543162,34.91596984863281,9.359999656677246
0.0786,train,33.8781,9.0,33.996582,9.17,1.0509142415911132,34.59785842895508,9.359999656677246
0.08,train,33.569,9.2,33.719265,9.36,1.0057617730400397,34.3277702331543,9.588000297546388
0.0814,val,33.2293,9.4,33.41623,9.36,0.9851302546316016,33.98502731323242,9.588000297546388
0.0829,train,32.8781,9.6,33.068,9.36,0.971417587176801,33.64543533325195,9.359999656677246
0.0843,train,32.5514,9.8,32.78448,9.36,1.0033151446829527,33.34623718261719,9.359999656677246
0.0857,train,32.2761,10.0,32.529236,9.36,1.0951238273201225,33.09038162231445,5.788000106811523
0.0871,train,31.9846,5.8,32.27732,9.36,1.1801367697218208,32.73807907104492,5.788000106811523
0.0886,train,31.5566,5.9,32.014263,5.75,1.2442642967439612,32.27835464477539,5.788000106811523
0.09,train,31.1638,6.0,31.655264,5.75,1.2653371286497532,31.85944557189941,5.788000106811523
0.0914,test,30.8016,6.0,31.296474,5.75,1.3471009754823553,31.48908805847168,5.788000106811523
0.0929,train,30.4702,6.1,30.996653,5.75,1.5381438416205406,31.17586326599121,5.788000106811523
0.0943,val,30.168,6.2,30.670818,5.94,1.527635156360384,30.90236473083496,5.939999580383301
0.0957,train,29.8936,6.2,30.429417,5.94,1.2831036843815293,30.66352653503418,5.939999580383301
0.0971,train,29.6449,6.3,30.24633,5.94,1.1291553447170057,30.45497131347656,5.939999580383301
0.0986,train,29.4237,6.4,30.101727,7.2700000000000005,1.4201515861544438,30.28539085388184,5.939999580383301
0.1,test,29.2274,6.4,30.064476,7.2700000000000005,1.9188613816634899,30.120628356933597,6.320000171661377
0.1041,test,28.8085,6.6,30.182371,7.84,2.964116682524657,29.69217300415039,7.840000152587891
0.1082,test,28.3133,15.6,29.403683,14.3,3.0302731923980852,29.2486515045166,14.83199977874756
0.1122,val,27.3042,15.6,28.570236,14.3,3.411655868766222,28.073558807373047,14.45199966430664
0.1163,val,26.6846,15.6,27.618599,14.3,2.2415416497224094,27.506244659423828,15.0600004196167
0.1204,train,26.335,15.5,27.09948,15.44,1.6745413104150637,27.11945915222168,15.4399995803833
0.1245,train,26.1798,15.5,26.661577,15.82,1.6090637848773792,26.86294937133789,15.4399995803833
0.1286,train,26.1722,15.6,26.756445,15.82,1.6496597343438633,26.82980728149414,15.136000633239746
0.1327,train,26.2838,15.7,26.962624,15.44,1.358681265113788,26.92466735839844,15.0600004196167
0.1367,train,26.4976,15.8,27.138052,15.82,1.5222717448299303,27.17684364318848,15.0600004196167
0.1408,train,26.8073,16.0,27.451,15.82,2.069939419330685,27.42641830444336,15.4399995803833
0.1449,val,27.2236,16.2,27.668459,16.200000000000003,3.2771351530192403,27.83529281616211,15.66800022125244
0.149,test,27.7785,16.3,28.235275,16.200000000000003,3.164060364419477,28.490211486816406,15.81999969482422
0.1531,train,28.5731,16.6,29.632322,16.200000000000003,1.8531198905554693,29.370264053344727,15.744000434875488
0.1571,train,30.1311,17.0,29.606304,15.82,2.1861596062194155,30.87000274658203,15.0600004196167
0.1612,val,30.6312,13.7,30.674355,15.44,2.679591217122472,31.34805679321289,14.755999565124512
0.1653,train,30.1487,14.0,30.263575,15.44,1.3589213007629155,30.80552864074707,14.755999565124512
0.1694,train,29.7276,14.5,30.068737,15.44,0.8028024861775893,30.39113426208496,15.0600004196167
0.1735,train,29.3792,14.9,29.651066,15.44,0.6730481086165074,30.06685447692871,15.744000434875488
0.1776,train,29.106,15.4,29.408745,15.44,0.7907359874393968,29.74951934814453,15.744000434875488
0.1816,val,28.9081,15.9,29.143005,15.44,0.7496093606559671,29.482288360595703,15.81999969482422
0.1857,test,28.782,16.3,28.95231,16.200000000000003,0.7271661046210656,29.28312492370605,15.4399995803833
0.1898,train,28.7214,16.6,28.857222,16.200000000000003,0.7417645268238732,29.162521362304688,15.4399995803833
0.1939,train,28.7182,16.9,28.760118,16.200000000000003,0.7414984117025968,29.13653945922852,15.4399995803833
0.198,train,28.7632,17.1,28.80538,16.200000000000003,0.775272829189299,29.217973709106445,15.0600004196167
0.202,train,28.8386,13.9,28.519093,16.200000000000003,0.7133516326980822,29.29502868652344,15.0600004196167
0.2061,train,28.2072,14.6,28.445923,16.200000000000003,0.8380395715295407,28.62862014770508,15.0600004196167
0.2102,val,27.7977,15.1,27.96954,16.200000000000003,1.1215279570169558,28.171140670776367,15.0600004196167
0.2143,train,27.5186,15.4,27.744629,15.82,0.8913514485108418,27.884492874145508,14.45199966430664
0.2184,train,27.3235,15.6,27.461443,15.82,0.7469648538758996,27.723970413208008,14.83199977874756
0.2224,train,27.1862,15.8,27.255287,15.82,0.7512599113654624,27.61186981201172,15.0600004196167
